,proto,service,id.resp_p,missed_bytes,version,cipher,curve,resumed,established,sni_matches_cert,secure_label
1510,tcp,,50960,0,1,1,1,1,1,1,1
1511,tcp,,50872,0,1,1,1,1,1,1,1
1512,tcp,,42773,0,1,1,1,1,1,1,1
1513,tcp,,2181,0,1,1,1,1,1,1,1
1514,tcp,,27017,0,1,1,1,1,1,1,1
1515,tcp,,58768,0,1,1,1,1,1,1,1
1516,tcp,,45903,0,1,1,1,1,1,1,1
1517,tcp,,9092,0,1,1,1,1,1,1,1
1518,tcp,,9092,0,1,1,1,1,1,1,1
1519,tcp,,34984,0,1,1,1,1,1,1,1
1520,tcp,,50912,0,1,1,1,1,1,1,1
1521,tcp,,50960,0,1,1,1,1,1,1,1
1522,tcp,,36276,0,1,1,1,1,1,1,1
1523,tcp,,50872,0,1,1,1,1,1,1,1
1524,tcp,,42773,0,1,1,1,1,1,1,1
1525,tcp,,2181,0,1,1,1,1,1,1,1
1526,tcp,,9092,0,1,1,1,1,1,1,1
1527,tcp,,34984,0,1,1,1,1,1,1,1
1528,tcp,,50912,0,1,1,1,1,1,1,1
1529,tcp,,50960,0,1,1,1,1,1,1,1
1530,tcp,,9092,0,1,1,1,1,1,1,1
1531,udp,dns,53,0,1,1,1,1,1,1,0
1532,udp,dns,53,0,1,1,1,1,1,1,0
1533,udp,dns,53,0,1,1,1,1,1,1,0
1534,udp,dns,53,0,1,1,1,1,1,1,0
1535,udp,dns,53,0,1,1,1,1,1,1,0
1536,udp,dns,53,0,1,1,1,1,1,1,0
1537,udp,dns,53,0,1,1,1,1,1,1,0
1538,udp,dns,53,0,1,1,1,1,1,1,0
1539,udp,dns,53,0,1,1,1,1,1,1,0
1540,udp,dns,53,0,1,1,1,1,1,1,0
1541,udp,dns,53,0,1,1,1,1,1,1,0
1542,udp,dns,53,0,1,1,1,1,1,1,0
1543,udp,dns,53,0,1,1,1,1,1,1,0
1544,udp,dns,53,0,1,1,1,1,1,1,0
1545,udp,dns,53,0,1,1,1,1,1,1,0
1546,udp,dns,53,0,1,1,1,1,1,1,0
1547,udp,dns,53,0,1,1,1,1,1,1,0
1548,udp,dns,53,0,1,1,1,1,1,1,0
1549,udp,dns,53,0,1,1,1,1,1,1,0
1550,udp,dns,53,0,1,1,1,1,1,1,0
1551,tcp,ssl,443,14240,1,1,1,1,1,1,0
1552,tcp,ssl,443,2848,1,1,1,1,1,1,0
1553,tcp,ssl,443,4867,1,1,1,1,1,1,0
1554,tcp,ssl,443,0,1,1,1,1,1,1,1
1555,udp,dns,53,0,1,1,1,1,1,1,0
1556,tcp,ssl,443,0,1,1,1,1,1,1,1
1557,tcp,ssl,443,2848,1,1,1,1,1,1,0
1558,tcp,ssl,443,8303,1,1,1,1,1,1,0
1559,tcp,ssl,443,2848,1,1,1,1,1,1,0
1560,tcp,,50872,0,1,1,1,1,1,1,1
1561,tcp,ssl,443,2848,1,1,1,1,1,1,0
1562,udp,dns,53,0,1,1,1,1,1,1,0
1563,udp,dns,53,0,1,1,1,1,1,1,0
1564,udp,dns,53,0,1,1,1,1,1,1,0
1565,udp,dns,53,0,1,1,1,1,1,1,0
1566,tcp,ssl,443,2848,1,1,1,1,1,1,0
1567,tcp,ssl,443,0,1,1,1,1,1,1,1
1568,tcp,ssl,443,0,1,1,1,1,1,1,1
1569,udp,dns,53,0,1,1,1,1,1,1,0
1570,udp,dns,53,0,1,1,1,1,1,1,0
1571,tcp,ssl,443,2848,1,1,1,1,1,1,0
1572,tcp,ssl,443,0,1,1,1,1,1,1,1
1573,udp,dns,53,0,1,1,1,1,1,1,0
1574,tcp,ssl,443,11200,1,1,1,1,1,1,0
1575,,,443,,1,1,1,1,1,1,1
1576,tcp,ssl,443,0,1,1,1,1,1,1,1
1577,udp,dns,53,0,1,1,1,1,1,1,0
1578,tcp,ssl,443,2848,1,1,1,1,1,1,0
1579,tcp,ssl,443,5696,1,1,1,1,1,1,0
1580,udp,dns,53,0,1,1,1,1,1,1,0
1581,udp,dns,53,0,1,1,1,1,1,1,0
1582,,,443,,1,1,1,1,1,1,1
1583,,,443,,0,1,0,1,1,1,0
1584,udp,dns,53,0,1,1,1,1,1,1,0
1585,,,443,,1,1,1,1,1,1,1
1586,udp,dns,53,0,1,1,1,1,1,1,0
1587,udp,dns,53,0,1,1,1,1,1,1,0
1588,tcp,ssl,443,2848,1,1,1,1,1,1,0
1589,,,443,,0,1,0,1,1,1,0
1590,,,443,,1,1,1,1,1,1,1
1591,,,443,,1,1,1,1,1,1,1
1592,tcp,ssl,443,0,1,1,1,1,1,1,1
1593,udp,dns,53,0,1,1,1,1,1,1,0
1594,,,443,,1,1,1,1,1,1,1
1595,udp,dns,53,0,1,1,1,1,1,1,0
1596,udp,dns,53,0,1,1,1,1,1,1,0
1597,udp,dns,53,0,1,1,1,1,1,1,0
1598,,,443,,1,1,1,1,1,1,1
1599,udp,dns,53,0,1,1,1,1,1,1,0
1600,,,443,,0,1,0,1,1,1,0
1601,,,443,,1,1,1,1,1,1,1
1602,udp,dns,53,0,1,1,1,1,1,1,0
1603,,,443,,0,1,0,1,1,1,0
1604,udp,dns,53,0,1,1,1,1,1,1,0
1605,tcp,ssl,443,2335,1,1,1,1,1,1,0
1606,,,443,,0,1,0,1,1,1,0
1607,udp,dns,53,0,1,1,1,1,1,1,0
1608,,,443,,1,1,1,1,1,1,1
1609,,,443,,0,1,0,1,1,1,0
1610,,,443,,1,1,1,1,1,1,1
1611,udp,dns,53,0,1,1,1,1,1,1,0
1612,tcp,ssl,443,2848,1,1,1,1,1,1,0
1613,tcp,ssl,443,0,1,1,1,1,1,1,1
1614,,,443,,1,1,1,1,1,1,1
1615,udp,dns,53,0,1,1,1,1,1,1,0
1616,tcp,ssl,443,0,1,1,1,1,1,1,1
1617,tcp,ssl,443,0,1,1,1,1,1,1,1
1618,tcp,ssl,443,0,1,1,1,1,1,1,1
1619,,,443,,1,1,1,1,1,1,1
1620,udp,dns,53,0,1,1,1,1,1,1,0
1621,udp,dns,53,0,1,1,1,1,1,1,0
1622,,,443,,1,1,1,1,1,1,1
1623,udp,dns,53,0,1,1,1,1,1,1,0
1624,,,443,,0,1,0,1,1,1,0
1625,udp,dns,53,0,1,1,1,1,1,1,0
1626,tcp,ssl,443,0,1,1,1,1,1,1,1
1627,tcp,ssl,443,0,1,1,1,1,1,1,1
1628,tcp,ssl,443,8544,1,1,1,1,1,1,0
1629,tcp,ssl,443,2848,1,1,1,1,1,1,0
1630,tcp,ssl,443,3863,1,1,1,1,1,1,0
1631,tcp,ssl,443,2848,1,1,1,1,1,1,0
1632,tcp,ssl,443,2848,1,1,1,1,1,1,0
1633,tcp,ssl,443,0,1,1,1,1,1,1,1
1634,tcp,ssl,443,2848,1,1,1,1,1,1,0
1635,,,443,,0,1,0,1,1,1,0
1636,,,443,,1,1,1,1,1,1,1
1637,tcp,ssl,443,2848,1,1,1,1,1,1,0
1638,,,443,,0,1,0,1,1,1,0
1639,tcp,ssl,443,2848,1,1,1,1,1,1,0
1640,,,443,,0,1,0,1,1,1,0
1641,,,443,,0,1,0,1,1,1,0
1642,,,443,,0,1,0,1,1,1,0
1643,tcp,ssl,443,2848,1,1,1,1,1,1,0
1644,tcp,ssl,443,2848,1,1,1,1,1,1,0
1645,tcp,ssl,443,0,1,1,1,1,1,1,1
1646,tcp,ssl,443,2848,1,1,1,1,1,1,0
1647,tcp,ssl,443,2848,1,1,1,1,1,1,0
1648,tcp,ssl,443,4643,1,1,1,1,1,1,0
1649,,,443,,0,1,0,1,1,1,0
1650,tcp,ssl,443,2848,1,1,1,1,1,1,0
1651,,,443,,0,1,0,1,1,1,0
1652,tcp,ssl,443,0,1,1,1,1,1,1,1
1653,,,443,,1,1,1,1,1,1,1
1654,,,443,,1,1,1,1,1,1,1
1655,tcp,ssl,443,5171,1,1,1,1,1,1,0
1656,,,443,,0,1,0,1,1,1,0
1657,,,443,,1,1,1,1,1,1,1
1658,,,443,,0,1,0,1,1,1,0
1659,,,443,,1,1,1,1,1,1,1
1660,tcp,ssl,443,6677,1,1,1,1,1,1,0
1661,,,443,,1,1,1,1,1,1,1
1662,tcp,ssl,443,5696,1,1,1,1,1,1,0
1663,,,443,,1,1,1,1,1,1,1
1664,,,443,,1,1,1,1,1,1,1
1665,,,443,,1,1,1,1,1,1,1
1666,,,443,,1,1,1,1,1,1,1
1667,,,443,,1,1,1,1,1,1,1
1668,,,443,,0,1,0,1,1,1,0
1669,,,443,,1,1,1,1,1,1,1
1670,,,443,,1,1,1,1,1,1,1
1671,,,443,,0,1,0,1,1,1,0
1672,,,443,,1,1,1,1,1,1,1
1673,,,443,,1,1,1,1,1,1,1
1674,,,443,,1,1,1,1,1,1,1
1675,,,443,,1,1,1,1,1,1,1
1676,tcp,,42773,0,1,1,1,1,1,1,1
1677,tcp,,27017,0,1,1,1,1,1,1,1
1678,tcp,,58768,0,1,1,1,1,1,1,1
1679,tcp,,45903,0,1,1,1,1,1,1,1
1680,udp,dns,53,0,1,1,1,1,1,1,0
1681,udp,dns,53,0,1,1,1,1,1,1,0
1682,udp,dns,53,0,1,1,1,1,1,1,0
1683,tcp,,2181,0,1,1,1,1,1,1,1
1684,udp,dns,53,0,1,1,1,1,1,1,0
1685,udp,quic,443,0,1,1,1,1,1,1,1
1686,tcp,,34984,0,1,1,1,1,1,1,1
1687,tcp,,50912,0,1,1,1,1,1,1,1
1688,tcp,,50960,0,1,1,1,1,1,1,1
1689,tcp,,36276,0,1,1,1,1,1,1,1
1690,tcp,,50872,0,1,1,1,1,1,1,1
1691,tcp,,42773,0,1,1,1,1,1,1,1
1692,tcp,ssl,443,0,1,1,1,1,1,1,1
1693,,,443,,0,1,1,1,1,1,0
1694,tcp,,9092,0,1,1,1,1,1,1,1
1695,tcp,,9092,0,1,1,1,1,1,1,1
1696,udp,dns,5353,0,1,1,1,1,1,1,1
1697,udp,dns,5353,0,1,1,1,1,1,1,1
1698,tcp,,2181,0,1,1,1,1,1,1,1
1699,tcp,,34984,0,1,1,1,1,1,1,1
1700,tcp,,50912,0,1,1,1,1,1,1,1
1701,tcp,,50960,0,1,1,1,1,1,1,1
1702,tcp,,50872,0,1,1,1,1,1,1,1
1703,tcp,,42773,0,1,1,1,1,1,1,1
1704,tcp,,58768,0,1,1,1,1,1,1,1
1705,tcp,,45903,0,1,1,1,1,1,1,1
1706,tcp,,9092,0,1,1,1,1,1,1,1
1707,tcp,,27017,0,1,1,1,1,1,1,1
1708,tcp,,9092,0,1,1,1,1,1,1,1
1709,udp,dns,53,0,1,1,1,1,1,1,0
1710,udp,dns,53,0,1,1,1,1,1,1,0
1711,udp,dns,53,0,1,1,1,1,1,1,0
1712,tcp,ssl,443,0,1,1,1,1,1,1,1
1713,tcp,ssl,443,0,1,1,1,1,1,1,1
1714,tcp,ssl,443,0,1,1,1,1,1,1,1
1715,tcp,ssl,443,0,1,1,1,1,1,1,1
1716,,,443,,0,1,0,1,1,1,0
1717,,,443,,0,1,0,1,1,1,0
1718,,,443,,0,1,0,1,1,1,0
1719,,,443,,0,1,0,1,1,1,0
1720,tcp,,34984,0,1,1,1,1,1,1,1
1721,tcp,,50912,0,1,1,1,1,1,1,1
1722,tcp,,36276,0,1,1,1,1,1,1,1
1723,tcp,,50960,0,1,1,1,1,1,1,1
1724,tcp,,50872,0,1,1,1,1,1,1,1
1725,tcp,,9092,0,1,1,1,1,1,1,1
1726,tcp,,9997,0,1,1,1,1,1,1,1
1727,tcp,,9997,0,1,1,1,1,1,1,1
1728,tcp,,2181,0,1,1,1,1,1,1,1
1729,tcp,,42773,0,1,1,1,1,1,1,1
1730,tcp,,9092,0,1,1,1,1,1,1,1
1731,tcp,,9092,0,1,1,1,1,1,1,1
1732,udp,dns,53,0,1,1,1,1,1,1,0
1733,udp,dns,53,0,1,1,1,1,1,1,0
1734,udp,dns,53,0,1,1,1,1,1,1,0
1735,udp,quic,443,0,1,1,1,1,1,1,1
1736,tcp,,34984,0,1,1,1,1,1,1,1
1737,tcp,,50912,0,1,1,1,1,1,1,1
1738,tcp,,50960,0,1,1,1,1,1,1,1
1739,tcp,,50872,0,1,1,1,1,1,1,1
1740,tcp,,58768,0,1,1,1,1,1,1,1
1741,tcp,,45903,0,1,1,1,1,1,1,1
1742,udp,dns,53,0,1,1,1,1,1,1,0
1743,tcp,,42773,0,1,1,1,1,1,1,1
1744,udp,dns,53,0,1,1,1,1,1,1,0
1745,udp,quic,443,0,1,1,1,1,1,1,1
1746,,,443,,1,1,1,1,1,1,1
1747,tcp,,2181,0,1,1,1,1,1,1,1
1748,tcp,,27017,0,1,1,1,1,1,1,1
1749,tcp,,9092,0,1,1,1,1,1,1,1
1750,tcp,,9092,0,1,1,1,1,1,1,1
1751,tcp,,34984,0,1,1,1,1,1,1,1
1752,tcp,,50912,0,1,1,1,1,1,1,1
1753,tcp,,36276,0,1,1,1,1,1,1,1
1754,tcp,,50960,0,1,1,1,1,1,1,1
1755,tcp,,50872,0,1,1,1,1,1,1,1
1756,tcp,,42773,0,1,1,1,1,1,1,1
1757,tcp,,2181,0,1,1,1,1,1,1,1
1758,udp,dns,5353,0,1,1,1,1,1,1,1
1759,udp,dns,5353,0,1,1,1,1,1,1,1
1760,udp,dns,53,0,1,1,1,1,1,1,0
1761,tcp,ssl,443,2048,1,1,1,1,1,1,0
1762,tcp,,58768,0,1,1,1,1,1,1,1
1763,tcp,,45903,0,1,1,1,1,1,1,1
1764,,,443,,0,1,0,1,1,1,0
1765,tcp,,9092,0,1,1,1,1,1,1,1
1766,tcp,,34984,0,1,1,1,1,1,1,1
1767,tcp,,9092,0,1,1,1,1,1,1,1
1768,tcp,,50912,0,1,1,1,1,1,1,1
1769,udp,dns,53,0,1,1,1,1,1,1,0
1770,tcp,,50960,0,1,1,1,1,1,1,1
1771,tcp,ssl,443,0,1,1,1,1,1,1,1
1772,tcp,,50872,0,1,1,1,1,1,1,1
1773,,,443,,0,1,0,1,1,1,0
1774,tcp,,42773,0,1,1,1,1,1,1,1
1775,tcp,,27017,0,1,1,1,1,1,1,1
1776,icmp,,136,0,1,1,1,1,1,1,1
1777,udp,dns,53,0,1,1,1,1,1,1,0
1778,udp,dns,53,0,1,1,1,1,1,1,0
1779,udp,dns,53,0,1,1,1,1,1,1,0
1780,udp,dns,53,0,1,1,1,1,1,1,0
1781,udp,dns,53,0,1,1,1,1,1,1,0
1782,udp,dns,53,0,1,1,1,1,1,1,0
1783,udp,dns,53,0,1,1,1,1,1,1,0
1784,tcp,http,80,0,1,1,1,1,1,1,1
1785,tcp,http,80,0,1,1,1,1,1,1,1
1786,,,80,,0,1,1,1,1,1,0
1787,,,80,,0,1,1,1,1,1,0
1788,udp,dns,53,0,1,1,1,1,1,1,0
1789,tcp,http,80,0,1,1,1,1,1,1,1
1790,,,80,,0,1,1,1,1,1,0
1791,icmp,,0,0,1,1,1,1,1,1,1
1792,udp,dns,53,0,1,1,1,1,1,1,0
1793,,,80,,0,1,1,1,1,1,0
1794,,,80,,0,1,1,1,1,1,0
1795,udp,dns,53,0,1,1,1,1,1,1,0
1796,udp,dns,53,0,1,1,1,1,1,1,0
1797,udp,dns,53,0,1,1,1,1,1,1,0
1798,udp,dns,53,0,1,1,1,1,1,1,0
1799,udp,dns,53,0,1,1,1,1,1,1,0
1800,tcp,,2181,0,1,1,1,1,1,1,1
1801,,,80,,0,1,1,1,1,1,0
1802,udp,dns,53,0,1,1,1,1,1,1,0
1803,udp,dns,53,0,1,1,1,1,1,1,0
1804,udp,dns,53,0,1,1,1,1,1,1,0
1805,udp,dns,53,0,1,1,1,1,1,1,0
1806,udp,dns,53,0,1,1,1,1,1,1,0
1807,,,80,,0,1,1,1,1,1,0
1808,udp,dns,53,0,1,1,1,1,1,1,0
1809,,,80,,0,1,1,1,1,1,0
1810,,,80,,0,1,1,1,1,1,0
1811,tcp,,34984,0,1,1,1,1,1,1,1
1812,tcp,,50912,0,1,1,1,1,1,1,1
1813,tcp,,36276,0,1,1,1,1,1,1,1
1814,tcp,,50960,0,1,1,1,1,1,1,1
1815,tcp,,50872,0,1,1,1,1,1,1,1
1816,udp,dns,53,0,1,1,1,1,1,1,0
1817,udp,dns,53,0,1,1,1,1,1,1,0
1818,tcp,,9092,0,1,1,1,1,1,1,1
1819,tcp,,42773,0,1,1,1,1,1,1,1
1820,udp,,1900,0,1,1,1,1,1,1,1
1821,tcp,,9092,0,1,1,1,1,1,1,1
1822,udp,dns,53,0,1,1,1,1,1,1,0
1823,udp,dns,53,0,1,1,1,1,1,1,0
1824,udp,dns,53,0,1,1,1,1,1,1,0
1825,udp,dns,53,0,1,1,1,1,1,1,0
1826,udp,dns,53,0,1,1,1,1,1,1,0
1827,,,80,,0,1,1,1,1,1,0
1828,udp,dns,53,0,1,1,1,1,1,1,0
1829,,,80,,0,1,1,1,1,1,0
1830,,,80,,0,1,1,1,1,1,0
1831,udp,dns,53,0,1,1,1,1,1,1,0
1832,udp,dns,53,0,1,1,1,1,1,1,0
1833,udp,dns,53,0,1,1,1,1,1,1,0
1834,udp,quic,443,0,1,1,1,1,1,1,1
1835,,,443,,1,1,1,1,1,1,1
1836,udp,dns,53,0,1,1,1,1,1,1,0
1837,tcp,ssl,443,0,1,1,1,1,1,1,1
1838,,,443,,0,1,1,1,1,1,0
1839,tcp,,58768,0,1,1,1,1,1,1,1
1840,tcp,,45903,0,1,1,1,1,1,1,1
1841,tcp,,2181,0,1,1,1,1,1,1,1
1842,udp,dns,53,0,1,1,1,1,1,1,0
1843,udp,dns,53,0,1,1,1,1,1,1,0
1844,udp,dns,53,0,1,1,1,1,1,1,0
1845,udp,dns,53,0,1,1,1,1,1,1,0
1846,udp,dns,53,0,1,1,1,1,1,1,0
1847,,,80,,0,1,1,1,1,1,0
1848,udp,dns,53,0,1,1,1,1,1,1,0
1849,,,80,,0,1,1,1,1,1,0
1850,,,80,,0,1,1,1,1,1,0
1851,tcp,,34984,0,1,1,1,1,1,1,1
1852,tcp,,50912,0,1,1,1,1,1,1,1
1853,tcp,,50960,0,1,1,1,1,1,1,1
1854,tcp,,50872,0,1,1,1,1,1,1,1
1855,tcp,,42773,0,1,1,1,1,1,1,1
1856,tcp,,9092,0,1,1,1,1,1,1,1
1857,tcp,,27017,0,1,1,1,1,1,1,1
1858,tcp,,9092,0,1,1,1,1,1,1,1
1859,tcp,,34984,0,1,1,1,1,1,1,1
1860,tcp,,50912,0,1,1,1,1,1,1,1
1861,tcp,,36276,0,1,1,1,1,1,1,1
1862,tcp,,50960,0,1,1,1,1,1,1,1
1863,tcp,,50872,0,1,1,1,1,1,1,1
1864,tcp,,9092,0,1,1,1,1,1,1,1
1865,tcp,,9997,0,1,1,1,1,1,1,1
1866,tcp,,9997,0,1,1,1,1,1,1,1
1867,tcp,,2181,0,1,1,1,1,1,1,1
1868,tcp,,42773,0,1,1,1,1,1,1,1
1869,udp,dns,53,0,1,1,1,1,1,1,0
1870,udp,dns,53,0,1,1,1,1,1,1,0
1871,udp,dns,53,0,1,1,1,1,1,1,0
1872,udp,dns,53,0,1,1,1,1,1,1,0
1873,udp,dns,53,0,1,1,1,1,1,1,0
1874,,,80,,0,1,1,1,1,1,0
1875,udp,dns,53,0,1,1,1,1,1,1,0
1876,,,80,,0,1,1,1,1,1,0
1877,,,80,,0,1,1,1,1,1,0
1878,tcp,,58768,0,1,1,1,1,1,1,1
1879,tcp,,45903,0,1,1,1,1,1,1,1
1880,tcp,,49232,0,1,1,1,1,1,1,1
1881,tcp,,9092,0,1,1,1,1,1,1,1
1882,tcp,,9092,0,1,1,1,1,1,1,1
1883,udp,dns,5353,0,1,1,1,1,1,1,1
1884,udp,dns,5353,0,1,1,1,1,1,1,1
1885,udp,dns,53,0,1,1,1,1,1,1,0
1886,udp,dns,53,0,1,1,1,1,1,1,0
1887,udp,dns,53,0,1,1,1,1,1,1,0
1888,udp,dns,53,0,1,1,1,1,1,1,0
1889,tcp,ssl,443,78400,1,1,1,1,1,1,0
1890,,,443,,0,1,1,1,1,1,0
1891,tcp,,34984,0,1,1,1,1,1,1,1
1892,tcp,,50912,0,1,1,1,1,1,1,1
1893,tcp,,50960,0,1,1,1,1,1,1,1
1894,tcp,,50872,0,1,1,1,1,1,1,1
1895,tcp,,42773,0,1,1,1,1,1,1,1
1896,udp,dns,53,0,1,1,1,1,1,1,0
1897,udp,dns,53,0,1,1,1,1,1,1,0
1898,udp,dns,53,0,1,1,1,1,1,1,0
1899,udp,dns,53,0,1,1,1,1,1,1,0
1900,udp,dns,53,0,1,1,1,1,1,1,0
1901,udp,dns,53,0,1,1,1,1,1,1,0
1902,tcp,,2181,0,1,1,1,1,1,1,1
1903,udp,dns,53,0,1,1,1,1,1,1,0
1904,udp,quic,443,0,1,1,1,1,1,1,1
1905,udp,dns,53,0,1,1,1,1,1,1,0
1906,udp,dns,53,0,1,1,1,1,1,1,0
1907,udp,quic,443,0,1,1,1,1,1,1,1
1908,udp,quic,443,0,1,1,1,1,1,1,1
1909,,,443,,1,1,1,1,1,1,1
1910,udp,dns,53,0,1,1,1,1,1,1,0
1911,udp,quic,443,0,1,1,1,1,1,1,1
1912,,,443,,0,1,0,1,1,1,0
1913,tcp,,27017,0,1,1,1,1,1,1,1
1914,udp,dns,53,0,1,1,1,1,1,1,0
1915,udp,dns,53,0,1,1,1,1,1,1,0
1916,udp,dns,53,0,1,1,1,1,1,1,0
1917,udp,dns,53,0,1,1,1,1,1,1,0
1918,udp,dns,53,0,1,1,1,1,1,1,0
1919,udp,quic,443,0,1,1,1,1,1,1,1
1920,tcp,,9092,0,1,1,1,1,1,1,1
1921,tcp,,9092,0,1,1,1,1,1,1,1
1922,tcp,,34984,0,1,1,1,1,1,1,1
1923,tcp,,36276,0,1,1,1,1,1,1,1
1924,tcp,,50912,0,1,1,1,1,1,1,1
1925,tcp,,50960,0,1,1,1,1,1,1,1
1926,tcp,,50872,0,1,1,1,1,1,1,1
1927,tcp,,42773,0,1,1,1,1,1,1,1
1928,tcp,,58768,0,1,1,1,1,1,1,1
1929,tcp,,45903,0,1,1,1,1,1,1,1
1930,udp,dns,53,0,1,1,1,1,1,1,0
1931,udp,quic,443,0,1,1,1,1,1,1,1
1932,tcp,,2181,0,1,1,1,1,1,1,1
1933,udp,dns,53,0,1,1,1,1,1,1,0
1934,udp,dns,53,0,1,1,1,1,1,1,0
1935,udp,dns,53,0,1,1,1,1,1,1,0
1936,udp,dns,53,0,1,1,1,1,1,1,0
1937,udp,dns,53,0,1,1,1,1,1,1,0
1938,,,80,,0,1,1,1,1,1,0
1939,udp,dns,53,0,1,1,1,1,1,1,0
1940,,,80,,0,1,1,1,1,1,0
1941,,,80,,0,1,1,1,1,1,0
1942,udp,dns,53,0,1,1,1,1,1,1,0
1943,udp,dns,53,0,1,1,1,1,1,1,0
1944,tcp,,9092,0,1,1,1,1,1,1,1
1945,tcp,,9092,0,1,1,1,1,1,1,1
1946,tcp,,34984,0,1,1,1,1,1,1,1
1947,tcp,,50912,0,1,1,1,1,1,1,1
1948,tcp,,50960,0,1,1,1,1,1,1,1
1949,tcp,,50872,0,1,1,1,1,1,1,1
1950,udp,dns,53,0,1,1,1,1,1,1,0
1951,udp,quic,443,0,1,1,1,1,1,1,1
1952,udp,dns,53,0,1,1,1,1,1,1,0
1953,udp,quic,443,0,1,1,1,1,1,1,1
1954,,,443,,0,1,0,1,1,1,0
1955,udp,dns,53,0,1,1,1,1,1,1,0
1956,udp,dns,53,0,1,1,1,1,1,1,0
1957,tcp,,42773,0,1,1,1,1,1,1,1
1958,udp,dns,53,0,1,1,1,1,1,1,0
1959,udp,quic,443,0,1,1,1,1,1,1,1
1960,udp,dns,53,0,1,1,1,1,1,1,0
1961,udp,dns,53,0,1,1,1,1,1,1,0
1962,tcp,,27017,0,1,1,1,1,1,1,1
1963,udp,dns,53,0,1,1,1,1,1,1,0
1964,udp,quic,443,0,1,1,1,1,1,1,1
1965,,,443,,1,1,1,1,1,1,1
1966,udp,dns,53,0,1,1,1,1,1,1,0
1967,tcp,ssl,443,0,1,1,1,1,1,1,1
1968,,,443,,0,1,1,1,1,1,0
1969,udp,dns,53,0,1,1,1,1,1,1,0
1970,udp,dns,53,0,1,1,1,1,1,1,0
1971,tcp,ssl,443,0,1,1,1,1,1,1,1
1972,udp,dns,53,0,1,1,1,1,1,1,0
1973,,,443,,0,1,0,1,1,1,0
1974,tcp,,2181,0,1,1,1,1,1,1,1
1975,tcp,,34984,0,1,1,1,1,1,1,1
1976,tcp,,36276,0,1,1,1,1,1,1,1
1977,tcp,,50912,0,1,1,1,1,1,1,1
1978,tcp,,50960,0,1,1,1,1,1,1,1
1979,tcp,,50872,0,1,1,1,1,1,1,1
1980,tcp,,58768,0,1,1,1,1,1,1,1
1981,tcp,,45903,0,1,1,1,1,1,1,1
1982,tcp,,9092,0,1,1,1,1,1,1,1
1983,tcp,,42773,0,1,1,1,1,1,1,1
1984,tcp,,9092,0,1,1,1,1,1,1,1
1985,udp,quic,443,0,1,1,1,1,1,1,1
1986,udp,dns,5353,0,1,1,1,1,1,1,1
1987,udp,dns,5353,0,1,1,1,1,1,1,1
1988,tcp,,2181,0,1,1,1,1,1,1,1
1989,tcp,,34984,0,1,1,1,1,1,1,1
1990,tcp,,50912,0,1,1,1,1,1,1,1
1991,tcp,,50960,0,1,1,1,1,1,1,1
1992,tcp,,50872,0,1,1,1,1,1,1,1
1993,tcp,,42773,0,1,1,1,1,1,1,1
1994,tcp,,9092,0,1,1,1,1,1,1,1
1995,tcp,,27017,0,1,1,1,1,1,1,1
1996,tcp,,9092,0,1,1,1,1,1,1,1
1997,tcp,,58768,0,1,1,1,1,1,1,1
1998,tcp,,45903,0,1,1,1,1,1,1,1
1999,tcp,,34984,0,1,1,1,1,1,1,1
2000,tcp,,36276,0,1,1,1,1,1,1,1
2001,tcp,,50912,0,1,1,1,1,1,1,1
2002,tcp,,50960,0,1,1,1,1,1,1,1
2003,tcp,,50872,0,1,1,1,1,1,1,1
2004,tcp,,9092,0,1,1,1,1,1,1,1
2005,tcp,,9997,0,1,1,1,1,1,1,1
2006,tcp,,9997,0,1,1,1,1,1,1,1
2007,tcp,,2181,0,1,1,1,1,1,1,1
2008,tcp,,42773,0,1,1,1,1,1,1,1
2009,tcp,,9092,0,1,1,1,1,1,1,1
2010,tcp,,9092,0,1,1,1,1,1,1,1
2011,tcp,,34984,0,1,1,1,1,1,1,1
2012,tcp,,50912,0,1,1,1,1,1,1,1
2013,tcp,,50960,0,1,1,1,1,1,1,1
2014,tcp,,50872,0,1,1,1,1,1,1,1
2015,udp,dns,53,0,1,1,1,1,1,1,0
2016,udp,dns,53,0,1,1,1,1,1,1,0
2017,tcp,,42773,0,1,1,1,1,1,1,1
2018,udp,dns,53,0,1,1,1,1,1,1,0
2019,udp,quic,443,0,1,1,1,1,1,1,1
2020,tcp,,2181,0,1,1,1,1,1,1,1
2021,tcp,,27017,0,1,1,1,1,1,1,1
2022,udp,dns,53,0,1,1,1,1,1,1,0
2023,udp,dns,53,0,1,1,1,1,1,1,0
2024,udp,dns,53,0,1,1,1,1,1,1,0
2025,udp,quic,443,0,1,1,1,1,1,1,1
2026,udp,dns,5353,0,1,1,1,1,1,1,1
2027,udp,dns,5353,0,1,1,1,1,1,1,1
2028,tcp,,58768,0,1,1,1,1,1,1,1
2029,tcp,,45903,0,1,1,1,1,1,1,1
2030,tcp,,9092,0,1,1,1,1,1,1,1
2031,tcp,,9092,0,1,1,1,1,1,1,1
2032,udp,dns,53,0,1,1,1,1,1,1,0
2033,udp,dns,53,0,1,1,1,1,1,1,0
2034,udp,dns,53,0,1,1,1,1,1,1,0
2035,udp,dns,53,0,1,1,1,1,1,1,0
